t,Ax,Ay,Az,aT
16.611847,-0.0808,-0.0181,0.0675,0.11
16.623953,-0.0144,0.0411,-0.2223,0.23
16.631355,0.0247,-0.0464,-0.3058,0.31
16.640215,0.1313,-0.0886,-0.3779,0.41
16.648127,0.1758,-0.1199,-0.3961,0.45
16.664759,0.1032,-0.0189,-0.3268,0.34
16.671831,0.194,0.1607,-0.271,0.37
16.680902,0.1474,0.2563,-0.1856,0.35
16.696012,0.0295,0.0282,0.0877,0.1
16.703975,0.0978,-0.2472,0.1199,0.29
16.728031,0.0968,-0.3693,0.1193,0.4
